Date(YYYY-MM-DD hh:mm:ss),100m wind speed (m/s), rated power output at 100m (MW), SCORE-lite power output at 100m (MW),CorrectedScore
2006-01-01 06:00:00,13.930,28.641,28.156,28.156
2006-01-01 06:10:00,13.720,28.389,28.913,28.913
2006-01-01 06:20:00,13.380,27.471,29.736,29.736
2006-01-01 06:30:00,13.440,27.630,23.838,23.838
2006-01-01 06:40:00,13.660,28.242,27.832,27.832
2006-01-01 06:50:00,13.120,26.751,26.024,26.024
2006-01-01 07:00:00,12.320,24.210,24.225,24.225
2006-01-01 07:10:00,12.620,25.356,24.966,24.966
2006-01-01 07:20:00,12.680,25.530,23.764,23.764
2006-01-01 07:30:00,12.860,26.040,26.741,26.741
2006-01-01 07:40:00,12.860,26.052,26.225,26.225
2006-01-01 07:50:00,13.160,26.862,29.170,29.170
2006-01-01 08:00:00,13.320,27.333,30.000,30.000
2006-01-01 08:10:00,13.550,27.972,27.730,27.730
2006-01-01 08:20:00,13.650,28.230,27.579,27.579
2006-01-01 08:30:00,13.640,28.221,30.000,30.000
2006-01-01 08:40:00,13.640,28.209,29.143,29.143
2006-01-01 08:50:00,13.870,28.578,29.888,29.888
2006-01-01 09:00:00,13.830,28.527,27.001,27.001
2006-01-01 09:10:00,13.750,28.431,29.222,29.222
2006-01-01 09:20:00,13.590,28.077,29.994,29.994
2006-01-01 09:30:00,13.340,27.387,30.000,30.000
2006-01-01 09:40:00,13.130,26.799,27.166,27.166
2006-01-01 09:50:00,12.980,26.388,27.303,27.303
2006-01-01 10:00:00,12.840,25.995,25.536,25.536
2006-01-01 10:10:00,12.680,25.533,30.000,30.000
2006-01-01 10:20:00,12.270,24.030,22.954,22.954
2006-01-01 10:30:00,11.850,22.425,22.907,22.907
2006-01-01 10:40:00,11.130,19.563,20.528,20.528
2006-01-01 10:50:00,10.070,15.147,12.916,12.916
2006-01-01 11:00:00,8.740,10.011, 7.471,7.471
2006-01-01 11:10:00,7.900, 7.317, 6.969,6.969
2006-01-01 11:20:00,8.000, 7.605, 9.257,9.257
2006-01-01 11:30:00,8.430, 8.838, 8.029,8.029
2006-01-01 11:40:00,8.840,10.344,10.630,10.630
2006-01-01 11:50:00,8.990,10.914, 6.541,6.541
2006-01-01 12:00:00,9.540,12.936,14.849,14.849
2006-01-01 12:10:00,9.930,14.541,16.300,16.300
2006-01-01 12:20:00,10.290,16.026,15.644,15.644
2006-01-01 12:30:00,10.450,16.695,16.425,16.425
2006-01-01 12:40:00,10.570,17.175,16.503,16.503
2006-01-01 12:50:00,11.120,19.419,19.437,19.437
2006-01-01 13:00:00,11.370,20.472,20.764,20.764
2006-01-01 13:10:00,11.720,21.879,22.168,22.168
2006-01-01 13:20:00,12.150,23.472,20.588,20.588
2006-01-01 13:30:00,12.540,24.960,25.222,25.222
2006-01-01 13:40:00,12.870,25.998,25.383,25.383
2006-01-01 13:50:00,13.000,26.373,25.103,25.103
2006-01-01 14:00:00,13.170,26.865,27.273,27.273
2006-01-01 14:10:00,13.860,28.551,27.235,27.235
2006-01-01 14:20:00,14.270,29.052,29.041,29.041
2006-01-01 14:30:00,14.760,29.652,29.349,29.349
2006-01-01 14:40:00,15.230,29.784,30.000,30.000
2006-01-01 14:50:00,15.330,29.814,29.673,29.673
2006-01-01 15:00:00,14.920,29.697,28.937,28.937
2006-01-01 15:10:00,14.490,29.325,30.000,30.000
2006-01-01 15:20:00,15.040,29.730,29.326,29.326
2006-01-01 15:30:00,15.660,29.907,29.675,29.675
2006-01-01 15:40:00,16.290,29.973,30.000,30.000
2006-01-01 15:50:00,16.750,29.994,30.000,30.000
2006-01-01 16:00:00,17.050,30.000,29.523,29.523
2006-01-01 16:10:00,17.680,30.000,29.757,29.757
2006-01-01 16:20:00,17.700,30.000,29.374,29.374
2006-01-01 16:30:00,17.850,30.000,30.000,30.000
2006-01-01 16:40:00,17.710,30.000,30.000,30.000
2006-01-01 16:50:00,17.980,30.000,28.869,28.869
2006-01-01 17:00:00,17.950,30.000,30.000,30.000
2006-01-01 17:10:00,17.920,30.000,29.677,29.677
2006-01-01 17:20:00,17.420,30.000,29.590,29.590
2006-01-01 17:30:00,16.910,30.000,30.000,30.000
2006-01-01 17:40:00,16.390,29.976,30.000,30.000
2006-01-01 17:50:00,15.920,29.955,27.881,27.881
2006-01-01 18:00:00,16.150,29.964,30.000,30.000
2006-01-01 18:10:00,16.170,29.964,30.000,30.000
2006-01-01 18:20:00,15.650,29.892,28.645,28.645
2006-01-01 18:30:00,15.370,29.811,28.905,28.905
2006-01-01 18:40:00,14.700,29.529,30.000,30.000
2006-01-01 18:50:00,14.330,29.076,29.916,29.916
2006-01-01 19:00:00,13.880,28.524,26.858,26.858
2006-01-01 19:10:00,13.600,27.942,29.349,29.349
2006-01-01 19:20:00,13.410,27.399,24.370,24.370
2006-01-01 19:30:00,13.050,26.415,27.154,27.154
2006-01-01 19:40:00,13.150,26.676,29.110,29.110
2006-01-01 19:50:00,13.040,26.370,25.902,25.902
2006-01-01 20:00:00,13.150,26.670,27.686,27.686
2006-01-01 20:10:00,13.400,27.366,27.045,27.045
2006-01-01 20:20:00,13.650,28.059,27.449,27.449
2006-01-01 20:30:00,13.640,28.017,30.000,30.000
2006-01-01 20:40:00,13.370,27.282,30.000,30.000
2006-01-01 20:50:00,13.260,26.973,26.899,26.899
2006-01-01 21:00:00,13.180,26.745,28.523,28.523
2006-01-01 21:10:00,12.770,25.599,27.512,27.512
2006-01-01 21:20:00,12.740,25.545,27.454,27.454
2006-01-01 21:30:00,13.010,26.277,26.210,26.210
2006-01-01 21:40:00,12.240,23.703,23.689,23.689
2006-01-01 21:50:00,11.950,22.608,25.720,25.720
2006-01-01 22:00:00,11.960,22.647,21.166,21.166
2006-01-01 22:10:00,10.230,15.624,13.313,13.313
2006-01-01 22:20:00,10.350,16.119,19.405,19.405
2006-01-01 22:30:00,10.570,17.058,15.708,15.708
2006-01-01 22:40:00,10.790,17.955,21.434,21.434
2006-01-01 22:50:00,10.670,17.466,18.838,18.838
2006-01-01 23:00:00,10.650,17.367,15.989,15.989
2006-01-01 23:10:00,12.290,23.925,26.301,26.301
2006-01-01 23:20:00,13.870,28.530,28.157,28.157
2006-01-01 23:30:00,11.990,22.857,25.748,25.748
2006-01-01 23:40:00,10.010,14.748,14.239,14.239
2006-01-01 23:50:00,9.720,13.632,13.636,13.636
2006-01-02 00:00:00,11.030,19.041,18.752,18.752
2006-01-02 00:10:00,11.630,21.465,23.710,23.710
2006-01-02 00:20:00,11.260,19.932,21.223,21.223
2006-01-02 00:30:00,11.910,22.536,24.060,24.060
2006-01-02 00:40:00,11.670,21.690,27.282,27.282
2006-01-02 00:50:00,12.660,25.377,24.109,24.109
2006-01-02 01:00:00,11.990,22.857,27.087,27.087
2006-01-02 01:10:00,11.840,22.275,23.103,23.103
2006-01-02 01:20:00,12.490,24.732,24.512,24.512
2006-01-02 01:30:00,12.540,24.939,24.215,24.215
2006-01-02 01:40:00,13.200,26.889,27.750,27.750
2006-01-02 01:50:00,13.430,27.513,26.523,26.523
2006-01-02 02:00:00,15.050,29.724,29.633,29.633
2006-01-02 02:10:00,15.740,29.922,29.928,29.928
2006-01-02 02:20:00,16.010,29.958,29.506,29.506
2006-01-02 02:30:00,15.890,29.952,30.000,30.000
2006-01-02 02:40:00,15.890,29.952,30.000,30.000
2006-01-02 02:50:00,15.370,29.817,30.000,30.000
2006-01-02 03:00:00,14.730,29.592,28.112,28.112
2006-01-02 03:10:00,14.020,28.731,29.850,29.850
2006-01-02 03:20:00,13.480,27.705,26.907,26.907
2006-01-02 03:30:00,13.050,26.499,26.294,26.294
2006-01-02 03:40:00,12.440,24.564,27.932,27.932
2006-01-02 03:50:00,12.220,23.760,24.628,24.628
2006-01-02 04:00:00,12.190,23.628,25.130,25.130
2006-01-02 04:10:00,12.050,23.118,25.943,25.943
2006-01-02 04:20:00,11.950,22.731,22.576,22.576
2006-01-02 04:30:00,11.660,21.624,24.180,24.180
2006-01-02 04:40:00,11.750,21.981,23.270,23.270
2006-01-02 04:50:00,11.660,21.654,23.026,23.026
2006-01-02 05:00:00,11.740,21.924,23.803,23.803
2006-01-02 05:10:00,11.820,22.248,21.132,21.132
2006-01-02 05:20:00,12.480,24.762,26.538,26.538
2006-01-02 05:30:00,13.010,26.412,29.374,29.374
2006-01-02 05:40:00,12.890,26.091,26.478,26.478
2006-01-02 05:50:00,12.880,26.052,26.642,26.642
2006-01-02 06:00:00,13.090,26.652,27.025,27.025
2006-01-02 06:10:00,12.890,26.094,26.222,26.222
2006-01-02 06:20:00,12.250,23.889,25.553,25.553
2006-01-02 06:30:00,11.700,21.804,20.827,20.827
2006-01-02 06:40:00,12.000,22.941,22.724,22.724
2006-01-02 06:50:00,12.080,23.253,24.020,24.020
2006-01-02 07:00:00,12.260,23.943,26.303,26.303
2006-01-02 07:10:00,12.000,22.950,19.744,19.744
2006-01-02 07:20:00,11.920,22.653,21.585,21.585
2006-01-02 07:30:00,11.800,22.182,24.646,24.646
2006-01-02 07:40:00,11.630,21.567,21.871,21.871
2006-01-02 07:50:00,11.170,19.686,22.043,22.043
2006-01-02 08:00:00,10.850,18.378,20.038,20.038
2006-01-02 08:10:00,10.510,16.935,16.752,16.752
2006-01-02 08:20:00,10.650,17.538,17.292,17.292
2006-01-02 08:30:00,11.120,19.464,22.810,22.810
2006-01-02 08:40:00,11.250,20.019,19.304,19.304
2006-01-02 08:50:00,11.530,21.168,22.165,22.165
2006-01-02 09:00:00,11.440,20.808,23.411,23.411
2006-01-02 09:10:00,11.220,19.866,21.843,21.843
2006-01-02 09:20:00,11.030,19.110,20.948,20.948
2006-01-02 09:30:00,10.710,17.802,17.787,17.787
2006-01-02 09:40:00,9.980,14.757,14.105,14.105
2006-01-02 09:50:00,9.770,13.908,13.237,13.237
2006-01-02 10:00:00,10.050,15.066,16.023,16.023
2006-01-02 10:10:00,10.000,14.856,15.284,15.284
2006-01-02 10:20:00,10.880,18.501,21.682,21.682
2006-01-02 10:30:00,11.080,19.314,18.851,18.851
2006-01-02 10:40:00,10.850,18.387,15.928,15.928
2006-01-02 10:50:00,11.010,19.023,21.767,21.767
2006-01-02 11:00:00,10.780,18.078,18.206,18.206
2006-01-02 11:10:00,10.790,18.114,17.535,17.535
2006-01-02 11:20:00,10.780,18.093,19.091,19.091
2006-01-02 11:30:00,10.190,15.639,15.105,15.105
2006-01-02 11:40:00,9.240,11.823,10.865,10.865
2006-01-02 11:50:00,9.220,11.754,12.023,12.023
2006-01-02 12:00:00,9.460,12.624, 9.962,9.962
2006-01-02 12:10:00,9.180,11.607,11.594,11.594
2006-01-02 12:20:00,8.630, 9.603, 6.194,6.194
2006-01-02 12:30:00,8.280, 8.421, 8.186,8.186
2006-01-02 12:40:00,7.350, 5.757, 5.805,5.805
2006-01-02 12:50:00,6.760, 4.476, 1.489,1.489
2006-01-02 13:00:00,6.350, 3.576, 4.113,4.113
2006-01-02 13:10:00,6.170, 3.294, 2.476,2.476
2006-01-02 13:20:00,5.970, 2.973, 2.846,2.846
2006-01-02 13:30:00,5.350, 2.019, 2.400,2.400
2006-01-02 13:40:00,4.410, 0.981, 0.938,0.938
2006-01-02 13:50:00,3.660, 0.360, 0.000,0.000
2006-01-02 14:00:00,3.110, 0.000, 0.000,0.000
2006-01-02 14:10:00,2.710, 0.000, 0.000,0.000
2006-01-02 14:20:00,2.890, 0.000, 0.000,0.000
2006-01-02 14:30:00,3.440, 0.198, 0.000,0.000
2006-01-02 14:40:00,3.920, 0.555, 0.424,0.424
2006-01-02 14:50:00,4.270, 0.822, 0.609,0.609
2006-01-02 15:00:00,4.740, 1.326, 0.856,0.856
2006-01-02 15:10:00,5.300, 1.941, 2.086,2.086
2006-01-02 15:20:00,5.870, 2.835, 2.706,2.706
2006-01-02 15:30:00,6.150, 3.261, 2.521,2.521
2006-01-02 15:40:00,6.170, 3.291, 3.693,3.693
2006-01-02 15:50:00,5.940, 2.937, 3.058,3.058
2006-01-02 16:00:00,5.910, 2.883, 2.564,2.564
2006-01-02 16:10:00,5.820, 2.748, 2.701,2.701
2006-01-02 16:20:00,5.670, 2.517, 0.304,0.304
2006-01-02 16:30:00,5.380, 2.064, 0.000,0.000
2006-01-02 16:40:00,5.220, 1.839, 0.684,0.684
2006-01-02 16:50:00,5.260, 1.890, 1.668,1.668
2006-01-02 17:00:00,5.290, 1.932, 1.547,1.547
2006-01-02 17:10:00,5.320, 1.968, 0.051,0.051
2006-01-02 17:20:00,5.520, 2.280, 1.895,1.895
2006-01-02 17:30:00,5.820, 2.742, 2.365,2.365
2006-01-02 17:40:00,6.040, 3.096, 2.305,2.305
2006-01-02 17:50:00,6.170, 3.285, 2.564,2.564
2006-01-02 18:00:00,6.300, 3.489, 3.442,3.442
2006-01-02 18:10:00,6.560, 4.041, 1.250,1.250
2006-01-02 18:20:00,6.930, 4.848, 3.006,3.006
2006-01-02 18:30:00,7.250, 5.541, 4.892,4.892
2006-01-02 18:40:00,7.430, 5.955, 5.822,5.822
2006-01-02 18:50:00,7.450, 6.012, 5.247,5.247
2006-01-02 19:00:00,7.450, 6.021, 5.451,5.451
2006-01-02 19:10:00,7.400, 5.868, 6.222,6.222
2006-01-02 19:20:00,7.380, 5.811, 5.368,5.368
2006-01-02 19:30:00,7.420, 5.916, 4.533,4.533
2006-01-02 19:40:00,7.390, 5.844, 6.443,6.443
2006-01-02 19:50:00,7.240, 5.502, 5.037,5.037
2006-01-02 20:00:00,7.090, 5.181, 4.741,4.741
2006-01-02 20:10:00,7.040, 5.076, 5.292,5.292
2006-01-02 20:20:00,6.960, 4.908, 4.801,4.801
2006-01-02 20:30:00,6.810, 4.587, 4.883,4.883
2006-01-02 20:40:00,6.680, 4.308, 3.858,3.858
2006-01-02 20:50:00,6.610, 4.140, 3.007,3.007
2006-01-02 21:00:00,6.470, 3.849, 3.773,3.773
2006-01-02 21:10:00,6.340, 3.558, 3.098,3.098
2006-01-02 21:20:00,6.610, 4.143, 4.046,4.046
2006-01-02 21:30:00,7.180, 5.379, 4.310,4.310
2006-01-02 21:40:00,7.590, 6.444, 6.493,6.493
2006-01-02 21:50:00,7.860, 7.230, 7.842,7.842
2006-01-02 22:00:00,7.980, 7.581, 7.696,7.696
2006-01-02 22:10:00,8.120, 7.992, 8.054,8.054
2006-01-02 22:20:00,8.320, 8.565, 8.377,8.377
2006-01-02 22:30:00,8.250, 8.352, 6.365,6.365
2006-01-02 22:40:00,8.170, 8.142, 5.905,5.905
2006-01-02 22:50:00,8.000, 7.638, 4.147,4.147
2006-01-02 23:00:00,7.530, 6.300, 4.899,4.899
2006-01-02 23:10:00,7.100, 5.226, 5.699,5.699
2006-01-02 23:20:00,6.790, 4.563, 2.604,2.604
2006-01-02 23:30:00,5.690, 2.568, 2.589,2.589
2006-01-02 23:40:00,4.450, 1.029, 0.000,0.000
2006-01-02 23:50:00,4.100, 0.693, 0.722,0.722
2006-01-03 00:00:00,4.660, 1.257, 0.910,0.910
2006-01-03 00:10:00,6.390, 3.693, 2.835,2.835
2006-01-03 00:20:00,8.370, 8.730, 6.241,6.241
2006-01-03 00:30:00,9.440,12.663,12.068,12.068
2006-01-03 00:40:00,9.320,12.201,11.215,11.215
2006-01-03 00:50:00,8.700, 9.912,11.542,11.542
2006-01-03 01:00:00,8.520, 9.264,11.080,11.080
2006-01-03 01:10:00,8.300, 8.556, 8.363,8.363
2006-01-03 01:20:00,9.130,11.514,10.565,10.565
2006-01-03 01:30:00,9.530,13.047,10.308,10.308
2006-01-03 01:40:00,9.210,11.811,10.989,10.989
2006-01-03 01:50:00,9.310,12.207,15.796,15.796
2006-01-03 02:00:00,9.680,13.677,15.083,15.083
2006-01-03 02:10:00,9.120,11.517, 9.975,9.975
2006-01-03 02:20:00,9.770,14.052,13.127,13.127
2006-01-03 02:30:00,10.050,15.216,14.444,14.444
2006-01-03 02:40:00,9.510,12.981,13.304,13.304
2006-01-03 02:50:00,9.160,11.667,10.001,10.001
2006-01-03 03:00:00,9.230,11.919, 9.567,9.567
2006-01-03 03:10:00,9.390,12.489,12.981,12.981
2006-01-03 03:20:00,9.440,12.690,11.678,11.678
2006-01-03 03:30:00,9.070,11.319,11.832,11.832
2006-01-03 03:40:00,8.580, 9.531, 7.077,7.077
2006-01-03 03:50:00,7.470, 6.150, 6.456,6.456
2006-01-03 04:00:00,5.850, 2.835, 2.572,2.572
2006-01-03 04:10:00,5.360, 2.070, 3.592,3.592
2006-01-03 04:20:00,6.910, 4.851, 5.614,5.614
2006-01-03 04:30:00,9.020,11.166,10.338,10.338
2006-01-03 04:40:00,7.630, 6.654, 7.064,7.064
2006-01-03 04:50:00,8.630, 9.753, 7.114,7.114
2006-01-03 05:00:00,7.520, 6.342, 4.174,4.174
2006-01-03 05:10:00,7.180, 5.460, 4.970,4.970
2006-01-03 05:20:00,9.080,11.403,12.650,12.650
2006-01-03 05:30:00,10.030,15.192,14.184,14.184
2006-01-03 05:40:00,9.870,14.541,15.252,15.252
2006-01-03 05:50:00,10.620,17.676,17.689,17.689
2006-01-03 06:00:00,9.690,13.821,12.785,12.785
2006-01-03 06:10:00,9.780,14.181,13.229,13.229
2006-01-03 06:20:00,10.990,19.191,19.896,19.896
2006-01-03 06:30:00,10.990,19.224,18.482,18.482
2006-01-03 06:40:00,11.710,22.131,21.012,21.012
2006-01-03 06:50:00,12.140,23.775,25.707,25.707
2006-01-03 07:00:00,12.300,24.369,23.873,23.873
2006-01-03 07:10:00,12.310,24.408,23.674,23.674
2006-01-03 07:20:00,12.280,24.297,24.330,24.330
2006-01-03 07:30:00,12.340,24.510,23.751,23.751
2006-01-03 07:40:00,12.590,25.482,26.217,26.217
2006-01-03 07:50:00,12.340,24.525,25.344,25.344
2006-01-03 08:00:00,12.640,25.623,24.496,24.496
2006-01-03 08:10:00,12.620,25.554,26.596,26.596
2006-01-03 08:20:00,12.800,26.073,26.409,26.409
2006-01-03 08:30:00,12.490,25.107,24.858,24.858
2006-01-03 08:40:00,13.260,27.360,28.509,28.509
2006-01-03 08:50:00,13.470,27.936,29.132,29.132
2006-01-03 09:00:00,13.410,27.780,27.101,27.101
2006-01-03 09:10:00,13.260,27.354,26.163,26.163
2006-01-03 09:20:00,13.230,27.279,27.610,27.610
2006-01-03 09:30:00,13.540,28.140,27.938,27.938
2006-01-03 09:40:00,13.860,28.659,27.444,27.444
2006-01-03 09:50:00,13.980,28.806,29.891,29.891
2006-01-03 10:00:00,13.630,28.377,29.337,29.337
2006-01-03 10:10:00,13.350,27.627,27.365,27.365
2006-01-03 10:20:00,13.210,27.225,26.953,26.953
2006-01-03 10:30:00,13.150,27.045,26.265,26.265
2006-01-03 10:40:00,12.940,26.481,27.240,27.240
2006-01-03 10:50:00,12.560,25.416,27.697,27.697
2006-01-03 11:00:00,12.260,24.258,23.543,23.543
2006-01-03 11:10:00,12.070,23.523,21.501,21.501
2006-01-03 11:20:00,11.910,22.941,22.306,22.306
2006-01-03 11:30:00,11.770,22.395,19.270,19.270
2006-01-03 11:40:00,11.540,21.528,26.110,26.110
2006-01-03 11:50:00,11.340,20.691,19.119,19.119
2006-01-03 12:00:00,11.140,19.884,20.474,20.474
2006-01-03 12:10:00,11.020,19.383,22.548,22.548
2006-01-03 12:20:00,10.870,18.759,17.630,17.630
2006-01-03 12:30:00,10.690,17.979,16.857,16.857
2006-01-03 12:40:00,10.530,17.331,16.039,16.039
2006-01-03 12:50:00,10.290,16.341,16.886,16.886
2006-01-03 13:00:00,10.100,15.546,12.060,12.060
2006-01-03 13:10:00,10.010,15.132,14.632,14.632
2006-01-03 13:20:00,9.900,14.694,14.669,14.669
2006-01-03 13:30:00,9.750,14.070,10.942,10.942
2006-01-03 13:40:00,9.560,13.263,11.371,11.371
2006-01-03 13:50:00,9.430,12.735,12.145,12.145
2006-01-03 14:00:00,9.240,12.012,11.979,11.979
2006-01-03 14:10:00,9.190,11.835, 9.966,9.966
2006-01-03 14:20:00,9.250,12.063,12.665,12.665
2006-01-03 14:30:00,9.170,11.775,10.908,10.908
2006-01-03 14:40:00,9.090,11.469,12.021,12.021
2006-01-03 14:50:00,9.080,11.424,10.144,10.144
2006-01-03 15:00:00,9.070,11.388,10.458,10.458
2006-01-03 15:10:00,9.460,12.843,12.984,12.984
2006-01-03 15:20:00,9.920,14.766,15.156,15.156
2006-01-03 15:30:00,10.260,16.182,14.607,14.607
2006-01-03 15:40:00,10.430,16.860,17.365,17.365
2006-01-03 15:50:00,10.430,16.845,16.792,16.792
2006-01-03 16:00:00,10.670,17.868,17.126,17.126
2006-01-03 16:10:00,11.380,20.793,21.008,21.008
2006-01-03 16:20:00,11.870,22.719,22.432,22.432
2006-01-03 16:30:00,12.200,23.973,24.638,24.638
2006-01-03 16:40:00,12.650,25.635,27.286,27.286
2006-01-03 16:50:00,13.000,26.607,27.032,27.032
2006-01-03 17:00:00,13.330,27.513,26.943,26.943
2006-01-03 17:10:00,13.660,28.401,26.506,26.506
2006-01-03 17:20:00,14.100,28.944,27.531,27.531
2006-01-03 17:30:00,14.290,29.178,28.882,28.882
2006-01-03 17:40:00,14.240,29.109,30.000,30.000
2006-01-03 17:50:00,14.340,29.229,30.000,30.000
2006-01-03 18:00:00,14.380,29.274,30.000,30.000
2006-01-03 18:10:00,14.470,29.388,30.000,30.000
2006-01-03 18:20:00,14.470,29.388,30.000,30.000
2006-01-03 18:30:00,14.230,29.103,26.552,26.552
2006-01-03 18:40:00,14.340,29.238,30.000,30.000
2006-01-03 18:50:00,14.370,29.274,27.990,27.990
2006-01-03 19:00:00,14.410,29.331,29.852,29.852
2006-01-03 19:10:00,14.630,29.604,30.000,30.000
2006-01-03 19:20:00,14.770,29.679,30.000,30.000
2006-01-03 19:30:00,14.690,29.655,30.000,30.000
2006-01-03 19:40:00,14.600,29.553,29.766,29.766
2006-01-03 19:50:00,14.650,29.613,30.000,30.000
2006-01-03 20:00:00,14.420,29.328,30.000,30.000
2006-01-03 20:10:00,14.040,28.869,30.000,30.000
2006-01-03 20:20:00,13.770,28.536,27.505,27.505
2006-01-03 20:30:00,14.130,28.980,28.394,28.394
2006-01-03 20:40:00,14.450,29.373,28.982,28.982
2006-01-03 20:50:00,14.270,29.145,27.324,27.324
2006-01-03 21:00:00,14.460,29.382,30.000,30.000
2006-01-03 21:10:00,14.650,29.610,28.782,28.782
2006-01-03 21:20:00,15.000,29.739,27.783,27.783
2006-01-03 21:30:00,15.410,29.859,28.553,28.553
2006-01-03 21:40:00,15.500,29.886,30.000,30.000
2006-01-03 21:50:00,15.500,29.883,30.000,30.000
2006-01-03 22:00:00,15.680,29.937,29.753,29.753
2006-01-03 22:10:00,15.820,29.955,30.000,30.000
2006-01-03 22:20:00,15.950,29.961,29.409,29.409
2006-01-03 22:30:00,16.230,29.973,29.294,29.294
2006-01-03 22:40:00,16.590,29.991,30.000,30.000
2006-01-03 22:50:00,16.100,29.967,30.000,30.000
2006-01-03 23:00:00,15.310,29.832,30.000,30.000
2006-01-03 23:10:00,14.980,29.736,30.000,30.000
2006-01-03 23:20:00,15.410,29.862,30.000,30.000
2006-01-03 23:30:00,14.970,29.736,30.000,30.000
2006-01-03 23:40:00,14.570,29.526,27.838,27.838
2006-01-03 23:50:00,14.400,29.325,28.818,28.818
2006-01-04 00:00:00,14.440,29.376,27.255,27.255
2006-01-04 00:10:00,13.790,28.578,28.045,28.045
2006-01-04 00:20:00,13.790,28.584,28.015,28.015
2006-01-04 00:30:00,12.940,26.466,27.720,27.720
2006-01-04 00:40:00,13.180,27.135,26.119,26.119
2006-01-04 00:50:00,13.110,26.940,27.628,27.628
2006-01-04 01:00:00,12.990,26.610,29.177,29.177
2006-01-04 01:10:00,12.710,25.827,27.914,27.914
2006-01-04 01:20:00,12.800,26.094,27.465,27.465
2006-01-04 01:30:00,13.000,26.643,25.808,25.808
2006-01-04 01:40:00,13.150,27.063,26.554,26.554
2006-01-04 01:50:00,13.430,27.840,27.963,27.963
2006-01-04 02:00:00,13.830,28.638,30.000,30.000
2006-01-04 02:10:00,13.600,28.338,28.631,28.631
2006-01-04 02:20:00,12.740,25.938,25.082,25.082
2006-01-04 02:30:00,14.560,29.526,30.000,30.000
2006-01-04 02:40:00,15.610,29.922,28.982,28.982
2006-01-04 02:50:00,15.920,29.961,30.000,30.000
2006-01-04 03:00:00,16.430,29.985,30.000,30.000
2006-01-04 03:10:00,17.350,30.000,29.215,29.215
2006-01-04 03:20:00,16.660,29.997,28.442,28.442
2006-01-04 03:30:00,16.800,30.000,30.000,30.000
2006-01-04 03:40:00,16.560,29.991,30.000,30.000
2006-01-04 03:50:00,16.060,29.967,29.000,29.000
2006-01-04 04:00:00,13.890,28.713,28.749,28.749
2006-01-04 04:10:00,14.850,29.703,29.232,29.232
2006-01-04 04:20:00,13.720,28.512,28.312,28.312
2006-01-04 04:30:00,12.360,24.678,24.990,24.990
2006-01-04 04:40:00,13.500,28.062,27.116,27.116
2006-01-04 04:50:00,15.710,29.949,30.000,30.000
2006-01-04 05:00:00,15.950,29.961,30.000,30.000
2006-01-04 05:10:00,14.010,28.857,29.776,29.776
2006-01-04 05:20:00,14.520,29.487,29.152,29.152
2006-01-04 05:30:00,14.600,29.580,30.000,30.000
2006-01-04 05:40:00,14.740,29.673,30.000,30.000
2006-01-04 05:50:00,14.650,29.646,30.000,30.000
2006-01-04 06:00:00,14.580,29.562,30.000,30.000
2006-01-04 06:10:00,14.550,29.517,28.482,28.482
2006-01-04 06:20:00,12.760,26.016,26.251,26.251
