Date(YYYY-MM-DD hh:mm:ss),100m wind speed (m/s), rated power output at 100m (MW), SCORE-lite power output at 100m (MW),CorrectedScore
2006-01-02 03:30:00,13.450,28.374,26.016,26.016
2006-01-02 03:40:00,10.630,18.312,17.090,17.090
2006-01-02 03:50:00,10.750,18.846,19.165,19.165
2006-01-02 04:00:00,10.620,18.285,20.355,20.355
2006-01-02 04:10:00,10.900,19.449,18.092,18.092
2006-01-02 04:20:00,10.950,19.662,20.790,20.790
2006-01-02 04:30:00,11.220,20.826,20.613,20.613
2006-01-02 04:40:00,10.530,17.910,17.259,17.259
2006-01-02 04:50:00,11.000,19.917,22.938,22.938
2006-01-02 05:00:00,10.650,18.408,19.202,19.202
2006-01-02 05:10:00,10.060,15.939,16.443,16.443
2006-01-02 05:20:00,9.710,14.475,15.904,15.904
2006-01-02 05:30:00,10.720,18.741,16.591,16.591
2006-01-02 05:40:00,10.860,19.335,19.491,19.491
2006-01-02 05:50:00,9.080,11.913,11.915,11.915
2006-01-02 06:00:00,9.370,13.059,13.643,13.643
2006-01-02 06:10:00,10.960,19.767,20.220,20.220
2006-01-02 06:20:00,10.100,16.149,17.356,17.356
2006-01-02 06:30:00,13.630,28.617,30.000,30.000
2006-01-02 06:40:00,15.110,29.838,30.000,30.000
2006-01-02 06:50:00,13.690,28.698,27.354,27.354
2006-01-02 07:00:00,13.980,29.055,28.763,28.763
2006-01-02 07:10:00,15.430,29.931,30.000,30.000
2006-01-02 07:20:00,15.190,29.862,30.000,30.000
2006-01-02 07:30:00,14.360,29.526,30.000,30.000
2006-01-02 07:40:00,13.620,28.614,30.000,30.000
2006-01-02 07:50:00,12.890,26.847,26.268,26.268
2006-01-02 08:00:00,11.140,20.523,19.825,19.825
2006-01-02 08:10:00,12.710,26.358,25.730,25.730
2006-01-02 08:20:00,13.590,28.575,29.878,29.878
2006-01-02 08:30:00,13.690,28.710,28.132,28.132
2006-01-02 08:40:00,13.290,28.002,25.041,25.041
2006-01-02 08:50:00,12.600,26.046,27.817,27.817
2006-01-02 09:00:00,11.800,23.190,23.337,23.337
2006-01-02 09:10:00,12.690,26.319,27.226,27.226
2006-01-02 09:20:00,14.630,29.706,29.016,29.016
2006-01-02 09:30:00,13.340,28.194,29.808,29.808
2006-01-02 09:40:00,12.320,25.233,25.622,25.622
2006-01-02 09:50:00,11.660,22.656,22.487,22.487
2006-01-02 10:00:00,9.410,13.245,12.756,12.756
2006-01-02 10:10:00,7.880, 7.761, 6.505,6.505
2006-01-02 10:20:00,6.900, 5.097, 2.931,2.931
2006-01-02 10:30:00,5.510, 2.463, 2.335,2.335
2006-01-02 10:40:00,3.970, 0.657, 0.000,0.000
2006-01-02 10:50:00,3.250, 0.114, 0.248,0.248
2006-01-02 11:00:00,3.160, 0.048, 0.180,0.180
2006-01-02 11:10:00,3.060, 0.000, 0.000,0.000
2006-01-02 11:20:00,2.600, 0.000, 0.000,0.000
2006-01-02 11:30:00,2.330, 0.000, 0.000,0.000
2006-01-02 11:40:00,2.810, 0.000, 0.000,0.000
2006-01-02 11:50:00,3.470, 0.285, 0.000,0.000
2006-01-02 12:00:00,3.550, 0.342, 0.258,0.258
2006-01-02 12:10:00,3.210, 0.090, 0.000,0.000
2006-01-02 12:20:00,2.700, 0.000, 0.000,0.000
2006-01-02 12:30:00,2.450, 0.000, 0.000,0.000
2006-01-02 12:40:00,2.810, 0.000, 0.000,0.000
2006-01-02 12:50:00,2.900, 0.000, 0.000,0.000
2006-01-02 13:00:00,2.600, 0.000, 0.000,0.000
2006-01-02 13:10:00,2.300, 0.000, 0.000,0.000
2006-01-02 13:20:00,2.370, 0.000, 0.000,0.000
2006-01-02 13:30:00,2.510, 0.000, 0.000,0.000
2006-01-02 13:40:00,2.140, 0.000, 0.000,0.000
2006-01-02 13:50:00,1.970, 0.000, 0.000,0.000
2006-01-02 14:00:00,2.770, 0.000, 0.000,0.000
2006-01-02 14:10:00,3.360, 0.207, 0.000,0.000
2006-01-02 14:20:00,3.530, 0.330, 0.000,0.000
2006-01-02 14:30:00,3.340, 0.186, 0.000,0.000
2006-01-02 14:40:00,3.230, 0.108, 0.000,0.000
2006-01-02 14:50:00,3.300, 0.162, 0.000,0.000
2006-01-02 15:00:00,3.100, 0.012, 0.398,0.398
2006-01-02 15:10:00,2.750, 0.000, 0.000,0.000
2006-01-02 15:20:00,1.910, 0.000, 0.000,0.000
2006-01-02 15:30:00,1.220, 0.000, 0.000,0.000
2006-01-02 15:40:00,1.760, 0.000, 0.000,0.000
2006-01-02 15:50:00,3.500, 0.312, 0.000,0.000
2006-01-02 16:00:00,5.280, 2.121, 0.000,0.000
2006-01-02 16:10:00,6.550, 4.377, 4.120,4.120
2006-01-02 16:20:00,7.260, 6.003, 6.037,6.037
2006-01-02 16:30:00,6.950, 5.265, 5.045,5.045
2006-01-02 16:40:00,6.150, 3.504, 3.355,3.355
2006-01-02 16:50:00,5.870, 3.060, 0.669,0.669
2006-01-02 17:00:00,6.140, 3.483, 4.003,4.003
2006-01-02 17:10:00,6.490, 4.242, 4.082,4.082
2006-01-02 17:20:00,6.530, 4.320, 4.347,4.347
2006-01-02 17:30:00,6.550, 4.377, 3.148,3.148
2006-01-02 17:40:00,6.760, 4.827, 4.057,4.057
2006-01-02 17:50:00,7.030, 5.436, 4.278,4.278
2006-01-02 18:00:00,7.410, 6.438, 6.400,6.400
2006-01-02 18:10:00,8.030, 8.277, 7.216,7.216
2006-01-02 18:20:00,8.710,10.677,11.726,11.726
2006-01-02 18:30:00,9.240,12.642,14.312,14.312
2006-01-02 18:40:00,9.460,13.563,12.276,12.276
2006-01-02 18:50:00,9.370,13.167,13.923,13.923
2006-01-02 19:00:00,9.350,13.110,13.740,13.740
2006-01-02 19:10:00,9.810,15.054,15.044,15.044
2006-01-02 19:20:00,10.820,19.332,19.889,19.889
2006-01-02 19:30:00,11.770,23.172,25.878,25.878
2006-01-02 19:40:00,12.100,24.471,24.398,24.398
2006-01-02 19:50:00,12.270,25.128,24.465,24.465
2006-01-02 20:00:00,12.530,25.965,28.663,28.663
2006-01-02 20:10:00,12.320,25.344,23.849,23.849
2006-01-02 20:20:00,12.250,25.071,26.232,26.232
2006-01-02 20:30:00,12.310,25.302,25.833,25.833
2006-01-02 20:40:00,12.720,26.508,25.849,25.849
2006-01-02 20:50:00,13.310,28.203,28.981,28.981
2006-01-02 21:00:00,13.300,28.167,28.714,28.714
2006-01-02 21:10:00,13.030,27.411,26.749,26.749
2006-01-02 21:20:00,13.420,28.437,28.861,28.861
2006-01-02 21:30:00,13.910,29.052,27.046,27.046
2006-01-02 21:40:00,14.060,29.232,29.968,29.968
2006-01-02 21:50:00,14.440,29.664,30.000,30.000
2006-01-02 22:00:00,14.550,29.697,27.749,27.749
2006-01-02 22:10:00,14.700,29.742,27.112,27.112
2006-01-02 22:20:00,14.730,29.751,30.000,30.000
2006-01-02 22:30:00,14.740,29.751,28.683,28.683
2006-01-02 22:40:00,14.930,29.808,29.878,29.878
2006-01-02 22:50:00,15.110,29.862,30.000,30.000
2006-01-02 23:00:00,15.120,29.865,29.849,29.849
2006-01-02 23:10:00,14.940,29.814,29.772,29.772
2006-01-02 23:20:00,14.500,29.685,30.000,30.000
2006-01-02 23:30:00,14.400,29.658,29.379,29.379
2006-01-02 23:40:00,14.790,29.772,30.000,30.000
2006-01-02 23:50:00,15.180,29.883,28.999,28.999
2006-01-03 00:00:00,15.230,29.901,30.000,30.000
2006-01-03 00:10:00,14.900,29.802,30.000,30.000
2006-01-03 00:20:00,14.230,29.463,28.836,28.836
2006-01-03 00:30:00,13.860,29.004,30.000,30.000
2006-01-03 00:40:00,13.780,28.902,26.812,26.812
2006-01-03 00:50:00,14.010,29.184,29.558,29.558
2006-01-03 01:00:00,14.090,29.289,30.000,30.000
2006-01-03 01:10:00,14.790,29.769,30.000,30.000
2006-01-03 01:20:00,15.210,29.895,30.000,30.000
2006-01-03 01:30:00,12.980,27.393,29.250,29.250
2006-01-03 01:40:00,10.010,16.128,18.441,18.441
2006-01-03 01:50:00,8.530,10.116,10.587,10.587
2006-01-03 02:00:00,10.720,19.107,20.729,20.729
2006-01-03 02:10:00,13.400,28.461,26.897,26.897
2006-01-03 02:20:00,14.300,29.574,30.000,30.000
2006-01-03 02:30:00,13.510,28.590,27.796,27.796
2006-01-03 02:40:00,11.270,21.408,25.206,25.206
2006-01-03 02:50:00,10.710,19.044,22.649,22.649
2006-01-03 03:00:00,12.110,24.693,25.162,25.162
2006-01-03 03:10:00,12.550,26.139,26.459,26.459
2006-01-03 03:20:00,12.680,26.520,26.756,26.756
2006-01-03 03:30:00,12.270,25.320,27.544,27.544
2006-01-03 03:40:00,12.500,25.998,25.971,25.971
2006-01-03 03:50:00,12.140,24.783,24.359,24.359
2006-01-03 04:00:00,11.540,22.452,23.104,23.104
2006-01-03 04:10:00,12.290,25.383,29.473,29.473
2006-01-03 04:20:00,13.010,27.483,26.602,26.602
2006-01-03 04:30:00,11.510,22.395,23.675,23.675
2006-01-03 04:40:00,12.310,25.476,28.182,28.182
2006-01-03 04:50:00,14.330,29.646,27.598,27.598
2006-01-03 05:00:00,12.690,26.619,29.290,29.290
2006-01-03 05:10:00,11.690,23.091,23.142,23.142
2006-01-03 05:20:00,12.880,27.084,24.449,24.449
2006-01-03 05:30:00,12.500,25.998,27.090,27.090
2006-01-03 05:40:00,11.540,22.488,29.085,29.085
2006-01-03 05:50:00,10.270,17.199,17.858,17.858
2006-01-03 06:00:00,14.650,29.745,30.000,30.000
2006-01-03 06:10:00,11.630,22.899,24.650,24.650
2006-01-03 06:20:00,11.170,21.072,20.762,20.762
2006-01-03 06:30:00,12.780,26.835,26.466,26.466
2006-01-03 06:40:00,14.210,29.484,27.732,27.732
2006-01-03 06:50:00,14.360,29.652,28.582,28.582
2006-01-03 07:00:00,14.800,29.784,29.314,29.314
2006-01-03 07:10:00,15.280,29.925,30.000,30.000
2006-01-03 07:20:00,14.830,29.790,30.000,30.000
2006-01-03 07:30:00,14.530,29.703,30.000,30.000
2006-01-03 07:40:00,14.080,29.322,27.810,27.810
2006-01-03 07:50:00,13.800,28.968,28.976,28.976
2006-01-03 08:00:00,14.150,29.406,30.000,30.000
2006-01-03 08:10:00,13.850,29.046,30.000,30.000
2006-01-03 08:20:00,12.820,26.937,26.280,26.280
2006-01-03 08:30:00,11.920,23.994,28.411,28.411
2006-01-03 08:40:00,11.340,21.711,23.679,23.679
2006-01-03 08:50:00,11.360,21.804,21.975,21.975
2006-01-03 09:00:00,11.390,21.903,24.147,24.147
2006-01-03 09:10:00,11.480,22.224,24.732,24.732
2006-01-03 09:20:00,11.090,20.655,22.390,22.390
2006-01-03 09:30:00,10.310,17.349,16.895,16.895
2006-01-03 09:40:00,9.250,12.852,16.251,16.251
2006-01-03 09:50:00,8.450, 9.825, 9.861,9.861
2006-01-03 10:00:00,6.880, 5.148, 4.967,4.967
2006-01-03 10:10:00,6.010, 3.312, 2.795,2.795
2006-01-03 10:20:00,6.130, 3.504, 3.492,3.492
2006-01-03 10:30:00,6.430, 4.158, 4.361,4.361
2006-01-03 10:40:00,6.490, 4.281, 4.526,4.526
2006-01-03 10:50:00,6.200, 3.645, 4.067,4.067
2006-01-03 11:00:00,5.820, 3.003, 2.994,2.994
2006-01-03 11:10:00,5.960, 3.240, 2.896,2.896
2006-01-03 11:20:00,6.310, 3.888, 3.909,3.909
2006-01-03 11:30:00,6.390, 4.077, 3.538,3.538
2006-01-03 11:40:00,6.450, 4.203, 4.198,4.198
2006-01-03 11:50:00,6.460, 4.236, 3.848,3.848
2006-01-03 12:00:00,6.510, 4.338, 3.672,3.672
2006-01-03 12:10:00,6.660, 4.671, 4.891,4.891
2006-01-03 12:20:00,6.780, 4.938, 4.782,4.782
2006-01-03 12:30:00,6.550, 4.425, 4.200,4.200
2006-01-03 12:40:00,6.210, 3.669, 4.603,4.603
2006-01-03 12:50:00,5.880, 3.102, 2.841,2.841
2006-01-03 13:00:00,5.640, 2.724, 2.468,2.468
2006-01-03 13:10:00,5.790, 2.961, 3.005,3.005
2006-01-03 13:20:00,6.200, 3.654, 2.993,2.993
2006-01-03 13:30:00,6.430, 4.161, 3.761,3.761
2006-01-03 13:40:00,7.050, 5.544, 3.259,3.259
2006-01-03 13:50:00,8.210, 8.922, 9.339,9.339
2006-01-03 14:00:00,9.380,13.407,13.990,13.990
2006-01-03 14:10:00,10.360,17.574,22.955,22.955
2006-01-03 14:20:00,11.210,21.213,23.747,23.747
2006-01-03 14:30:00,11.530,22.461,22.072,22.072
2006-01-03 14:40:00,11.260,21.420,23.125,23.125
2006-01-03 14:50:00,10.970,20.187,22.073,22.073
2006-01-03 15:00:00,10.590,18.579,18.218,18.218
2006-01-03 15:10:00,9.630,14.511,16.063,16.063
2006-01-03 15:20:00,8.690,10.767,10.457,10.457
2006-01-03 15:30:00,8.180, 8.850, 6.549,6.549
2006-01-03 15:40:00,7.940, 8.133, 8.803,8.803
2006-01-03 15:50:00,7.390, 6.495, 5.562,5.562
2006-01-03 16:00:00,7.010, 5.457, 0.423,0.423
2006-01-03 16:10:00,6.880, 5.166, 4.752,4.752
2006-01-03 16:20:00,6.640, 4.629, 4.622,4.622
2006-01-03 16:30:00,6.150, 3.546, 2.307,2.307
2006-01-03 16:40:00,5.740, 2.895, 2.750,2.750
2006-01-03 16:50:00,5.630, 2.724, 2.617,2.617
2006-01-03 17:00:00,5.150, 1.947, 1.906,1.906
2006-01-03 17:10:00,4.660, 1.398, 1.359,1.359
2006-01-03 17:20:00,4.240, 0.936, 0.000,0.000
2006-01-03 17:30:00,4.140, 0.825, 0.488,0.488
2006-01-03 17:40:00,4.480, 1.200, 0.000,0.000
2006-01-03 17:50:00,4.360, 1.071, 0.799,0.799
2006-01-03 18:00:00,3.710, 0.483, 0.000,0.000
2006-01-03 18:10:00,3.320, 0.192, 0.150,0.150
2006-01-03 18:20:00,3.040, 0.000, 0.000,0.000
2006-01-03 18:30:00,3.080, 0.012, 0.000,0.000
2006-01-03 18:40:00,3.390, 0.249, 0.000,0.000
2006-01-03 18:50:00,3.450, 0.294, 0.189,0.189
2006-01-03 19:00:00,4.030, 0.729, 0.524,0.524
2006-01-03 19:10:00,4.440, 1.161, 1.597,1.597
2006-01-03 19:20:00,4.480, 1.203, 1.976,1.976
2006-01-03 19:30:00,4.630, 1.374, 0.252,0.252
2006-01-03 19:40:00,4.530, 1.263, 0.794,0.794
2006-01-03 19:50:00,3.880, 0.612, 0.785,0.785
2006-01-03 20:00:00,4.030, 0.726, 1.071,1.071
2006-01-03 20:10:00,5.250, 2.136, 2.181,2.181
2006-01-03 20:20:00,6.090, 3.468, 2.145,2.145
2006-01-03 20:30:00,6.380, 4.110, 3.625,3.625
2006-01-03 20:40:00,5.320, 2.256, 1.350,1.350
2006-01-03 20:50:00,4.710, 1.473, 0.000,0.000
2006-01-03 21:00:00,4.500, 1.242, 1.384,1.384
2006-01-03 21:10:00,4.810, 1.584, 1.548,1.548
2006-01-03 21:20:00,4.920, 1.707, 2.352,2.352
2006-01-03 21:30:00,4.570, 1.317, 1.652,1.652
2006-01-03 21:40:00,4.750, 1.512, 1.525,1.525
2006-01-03 21:50:00,5.290, 2.205, 0.000,0.000
2006-01-03 22:00:00,5.340, 2.289, 3.261,3.261
2006-01-03 22:10:00,4.960, 1.749, 0.000,0.000
2006-01-03 22:20:00,4.820, 1.584, 0.343,0.343
2006-01-03 22:30:00,4.570, 1.311, 1.579,1.579
2006-01-03 22:40:00,4.830, 1.593, 0.602,0.602
2006-01-03 22:50:00,5.560, 2.619, 0.738,0.738
2006-01-03 23:00:00,6.290, 3.873, 2.540,2.540
2006-01-03 23:10:00,7.700, 7.416, 5.376,5.376
2006-01-03 23:20:00,9.270,12.933,11.023,11.023
2006-01-03 23:30:00,10.580,18.492,19.919,19.919
2006-01-03 23:40:00,13.690,28.806,27.292,27.292
2006-01-03 23:50:00,14.940,29.817,30.000,30.000
2006-01-04 00:00:00,16.920,30.000,29.974,29.974
2006-01-04 00:10:00,17.620,30.000,30.000,30.000
2006-01-04 00:20:00,16.290,29.994,30.000,30.000
2006-01-04 00:30:00,16.980,30.000,30.000,30.000
2006-01-04 00:40:00,18.770,30.000,30.000,30.000
2006-01-04 00:50:00,19.870,30.000,30.000,30.000
2006-01-04 01:00:00,20.780,30.000,29.854,29.854
2006-01-04 01:10:00,20.830,30.000,30.000,30.000
2006-01-04 01:20:00,20.460,30.000,29.635,29.635
2006-01-04 01:30:00,20.880,30.000,30.000,30.000
2006-01-04 01:40:00,21.510,30.000,30.000,30.000
2006-01-04 01:50:00,22.580,30.000,30.000,30.000
2006-01-04 02:00:00,22.540,30.000,30.000,30.000
2006-01-04 02:10:00,22.940,30.000,30.000,30.000
2006-01-04 02:20:00,23.590,30.000,30.000,30.000
2006-01-04 02:30:00,23.660,30.000,30.000,30.000
2006-01-04 02:40:00,25.140,30.000,29.005,29.005
2006-01-04 02:50:00,23.410,30.000,29.154,29.154
2006-01-04 03:00:00,22.640,30.000,29.727,29.727
2006-01-04 03:10:00,23.140,30.000,30.000,30.000
2006-01-04 03:20:00,22.440,30.000,29.810,29.810
2006-01-04 03:30:00,22.310,30.000,28.507,28.507
2006-01-04 03:40:00,25.210,30.000,29.212,29.212
2006-01-04 03:50:00,25.490,30.000,30.000,30.000
2006-01-04 04:00:00,23.790,30.000,30.000,30.000
2006-01-04 04:10:00,23.390,30.000,30.000,30.000
2006-01-04 04:20:00,22.960,30.000,29.407,29.407
2006-01-04 04:30:00,21.670,30.000,30.000,30.000
2006-01-04 04:40:00,22.620,30.000,30.000,30.000
2006-01-04 04:50:00,22.470,30.000,30.000,30.000
2006-01-04 05:00:00,22.700,30.000,29.787,29.787
2006-01-04 05:10:00,23.760,30.000,30.000,30.000
2006-01-04 05:20:00,22.750,30.000,29.885,29.885
